persondata.txt   v0.1 GAMMEL UTGAVE H2010   Kilder: Wikipedia, TMDb   -*- coding:us-ascii -*-
aak1	AAke Fridell
pet137	Peter Keleghan
pet138	Peter Kelly Gaudreault
pet139	Peter Kent
pet140	Peter Kohn
pet141	Peter Kosminsky
pet142	Peter Krause
pet143	Peter Lawford
pet144	Peter Lazer
pet145	Peter Leeds
pet146	Peter Lewis
pet147	Peter Liapis
pet148	Peter Lindgren
pet149	Peter Lind Hayes
pet150	Peter Locke
pet151	Peter Looney
pet152	Peter Lord
pet153	Peter Lorre
pet154	Peter Lynch
pet155	Peter MacDonald
pet156	Peter Mackenzie Litten
pet157	Peter MacNeill
pet158	Peter Madden
pet159	Peter Maloney
pet160	Peter Mann
pet161	Peter Markle
pet162	Peter Mark Richman
pet163	Peter Mayhew
pet164	Peter Medak
pet165	Peter Mensah
pet166	Peter Merwin
pet167	Peter Michael Goetz
pet168	Peter Miller
pet169	Peter Mullan
pet170	Peter N. Alexander
pet171	Peter Nelson
pet172	Peter Noppachai Chaiyanam
pet173	Peter O'Brien
pet174	Peter O'Fallon
pet175	Peter O'Farrell
pet176	Peter Ostrum
pet177	Peter Ottesen
pet178	Peter Outerbridge
pet179	Peter Pagan
pet180	Peter Paige
pet181	Peter Palmer
pet182	Peter Peake
pet183	Peter Polycarpou
pet184	Peter Quarry
pet185	Peter R. Hunt
pet186	Peter Raymont
pet187	Peter Read
pet188	Peter Richardson
pet189	Peter Riegert
pet190	Peter Robbins
pet191	Peter Rowen
pet192	Peter Sasdy
pet193	Peter Scolari
pet194	Peter Segal
pet195	Peter Serafinowicz
pet196	Peter Smith
pet197	Peter Sohn
pet198	Peter Sollett
pet199	Peter Spierig
pet200	Peter Spirer
pet201	Peter Stickles
pet202	Peter Stormare
pet203	Peter Strauss
pet204	Peter Sykes
pet205	Peter Tewksbury
pet206	Peter Tork
pet207	Peter Tuinman
pet208	Peter Ustinov
pet209	Peter van Eyck
pet210	Peter Vaughan
pet211	Peter Vere-Jones
pet212	Peter Virgo
pet213	Peter von Zerneck
pet214	Peter Wang
pet215	Peter Watkins
pet216	Peter Webber
pet217	Peter Weller
pet218	Peter Werner
pet219	Peter Whitford
pet220	Peter Whitney
pet221	Peter Wight
pet222	Peter Williams
pet223	Peter Wingfield
pet224	Peter Wintonick
pet225	Peter Wronski
pet226	Peter Wyngarde
pet227	Peter Youngblood Hills
pet228	Peter Zizzo
pet229	Pete Seeger
pet230	Pete Travis
pet231	Petra Nielsen
pet232	Petr Cepek
pet233	Petr Forman
pet234	Petr Jakl
pet235	Petr Meissel
pet236	Petro Masokha
pet237	Petteri Summanen
pet238	Petter Naess
pet239	Petula Clark
pey1	Peyton List
pey2	Peyton Reed
pgt1	P. G. Taylor
phe1	Phellipe Haagensen
phi1	Philip Bosco
phi2	Phillip Alford
phi3	Philip Seymour Hoffman
phi4	Philippe Petit
phi5	Philip Kaufman
phi6	Philippe Noiret
phi7	Philadelphian
phi8	Phil Alden Robinson
phi9	Phil Bayly
phi10	Phil Caracas
phi11	Phil Collins
phi12	Phil Daniels
phi13	Phil Davis
phi14	Phil Flores
phi15	Phil Harris
phi16	Phil Hartman
phi17	Philip Ahn
phi18	Philip Baker Hall
phi19	Philip Bolden
phi20	Philip Bruns
phi21	Philip Carey
phi22	Philip Champion
phi23	Philip Chan
phi24	Philip Coolidge
phi25	Philip D'Antoni
phi26	Philip Davis
phi27	Philip De Lorenzo
phi28	Philip Dorn
phi29	Philip Dunne
phi30	Philipe de Broca
phi31	Philip G. Atwell
phi32	Philip Glass
phi33	Philip Glenister
phi34	Philip Goodhew
phi35	Philip Gordon
phi36	Philip Granger
phi37	Philip Haas
phi38	Philip Holmes
phi39	Philip Hunt
phi40	Philip Hurd-Wood
phi41	Philip Jackson
phi42	Philip Leacock
phi43	Philip Loeb
phi44	Philip Merivale
phi45	Philip Mond
phi46	Philip Moon
phi47	Philip Ober
phi48	Philippe Beuzen
phi49	Philippe Clay
phi50	Philippe Condroyer
phi51	Philippe de Broca
phi52	Philippe De Lacy
phi53	Philippe Duclos
phi54	Philippe Fourastie
phi55	Philippe Grimond
phi56	Philippe Labro
phi57	Philippe Leotard
phi58	Philippe Martinez
phi59	Philippe Mora
phi60	Philippe Morier-Genoud
phi61	Philippe Nahon
phi62	Philippe Rousselot
phi63	Philippe Torreton
phi64	Philippine Leroy-Beaulieu
phi65	Philip Saville
phi66	Philip Spruce
phi67	Philip Stainton
phi68	Philip Stone
phi69	Philip Winchester
phi70	Phil Joanou
phi71	Phil Jones
phi72	Phil Karlson
phi73	Phil LaMarr
phi74	Phil Lewis
phi75	Phillip Brock
phi76	Phillip Glasser
phi77	Phillip Griffiths
phi78	Phillip J. Bartell
phi79	Phillip J. Roth
phi80	Phillip Jarrett
phi81	Phillip Noyce
phi82	Phillip Pine
phi83	Phillip R. Ford
phi84	Phillip Reed
phi85	Phillip Rhys
phi86	Phillips Holmes
phi87	Phillips Smalley
phi88	Phillip Van Dyke
phi89	Phill Lewis
phi90	Phil Lord
phi91	Phil Morris
phi92	Phil Morrison
phi93	Phil Morton
phi94	Phil Nibbelink
phi95	Phil Nice
phi96	Phil Novak
phi97	Phil Proctor
phi98	Phil Regan
phi99	Phil Rosen
phi100	Phil Seuling
phi101	Phil Silvers
phi102	Phil Spector
phi103	Phil Tippett
phi104	Phil Traill
phi105	Phil Vischer
phi106	Phil Weinstein
pho1	Phoebe Augustine
pho2	Phoebe Brand
pho3	Phoebe Cates
pho4	Phoebe Legere
pho5	Phoovarit Phumpuang
phu1	Phurida Vichitphan
phy1	Phyllida Law
phy2	Phyllida Lloyd
phy3	Phyllis Boyens
phy4	Phyllis Calvert
phy5	Phyllis Coates
phy6	Phyllis Crane
phy7	Phyllis Davis
phy8	Phyllis Diller
phy9	Phyllis Franklin
phy10	Phyllis Gordon
phy11	Phyllis Haver
phy12	Phyllis Kirk
phy13	Phyllis Konstam
phy14	Phyllis Logan
phy15	Phyllis Lyons
phy16	Phyllis Povah
phy17	Phyllis Quinn
phy18	Phyllis Thaxter
phy19	Phyo Kwang
pia1	Pia De Doses
pia2	Pia Miranda
pia3	Pia Zadora
pic1	Picha
pie1	Pierce Brosnan
pie2	Pier Angeli
pie3	Pier Paolo Pasolini
pie4	Pierre Barbaud
pie5	Pierre Blaise
pie6	Pierre Bokma
pie7	Pierre Boulanger
pie8	Pierre Bramma
pie9	Pierre Brasseur
pie10	Pierre Camus
pie11	Pierre Chatagny
pie12	Pierre Clementi
pie13	Pierre Couderc
pie14	Pierre Curzi
pie15	Pierre DeCelles
pie16	Pierre Diot
pie17	Pierre Dux
pie18	Pierre Edwards
pie19	Pierre Fresnay
pie20	Pierre Jolivet
pie21	Pierre Lebecque
pie22	Pierre Leymarie
pie23	Pierre Morel
pie24	Pierre Pellet
pie25	Pierre Perrier
pie26	Pierre Png
pie27	Pierre Renoir
pie28	Pierre Repp
pie29	Pierre Sanoussi-Bliss
pie30	Pierre Vaneck
pie31	Pieter Jan Brugge
pie32	Pieter Kramer
pie33	Pietro Francisci
pie34	Pietro Germi
pie35	Piet Romer
pij1	Pijaya Vachajitpan
pil1	Pilar Arcos
pil2	Pilar Lopez de Ayala
pil3	Pilar Padilla
pim1	Pimolwan Suphayang
pim2	Pimpaka Towira
pim3	Pimpaporn Leenutapong
pim4	Pimsiree Pimsee
pin1	Pinto Colvig
pin2	Pina Bausch
pin3	Pina Cei
pin4	Pina Pellicer
pin5	Ping He
pin6	Ping Lam Siu
pin7	Ping Yanni
pin8	Pink Floyd
pin9	Pinky Cheung
pin10	Pino Van Lamsweerde
pio1	Piotr Andrejew
pio2	Piotr Kozlowski
pip1	Piper Laurie
pip2	Piper Perabo
pip3	Piphat Apiraktanakorn
pip4	Pip Mushin
pip5	Pip Sparke
pir1	Pirkka-Pekka Petelius
pis1	Pisek Intrakanchit
pit1	Pitchanart Sakakorn
pit2	Pitisak Yaowananon
pit3	Pitof
pix1	Pixote Hunt
piy1	Piya Boonnak
piy2	Piyapan Choopetch
piy3	Piyapong Piew-on
piy4	Piyush Dinker Pandya
piy5	Piyush Jha
pjc1	P.J. Castellaneta
pjd1	PJ DeBoy
pjh1	P. J. Hogan
pjp1	P.J. Pesce
pjs1	P.J. Soles
pla1	Placido Domingo
pln1	P. L. Narayana
poc1	Po-Chih Leong
poj1	Poj Arnon
pol1	Polly Adams
pol2	Pola Illery
pol3	Polat Dal
pol4	Pollo de Pimentel
pol5	Polly Ann Young
pol6	Polly Bergen
pol7	Polly Draper
pol8	Polly Holliday
pol9	Polly Moran
pol10	Polly Noonan
pol11	Polly Shannon
pol12	Polly Walker
pom1	Pomeroy Cannon
pon1	Pongpat Wachirabunjong
poo1	Pooch Hall
poo2	Pooja
poo3	Pooja Batra
poo4	Poornam Viswanathan
pop1	Poppy Montgomery
por1	Pornchai Hongrattanaporn
por2	Porter Hall
por3	Portia de Rossi
por4	Portland Mason
pow1	Powers Boothe
pra1	P. Ramlee
pra2	Prabhas
pra3	Prabhu
pra4	Prabhu Deva
pra5	Prabhu Ganesan
pra6	Prachya Pinkaew
pra7	Pradeep Kumar
pra8	Pradeep Rawat
pra9	Prakash Jha
pra10	Prakash Mehra
pra11	Prakash Raj
pra12	Pran
pra13	Pras Michel
pra14	Pratik Dalvi
pra15	Pratima Kazmi
pre1	Predrag Lakovic
pre2	Presley Chweneyagae
pre3	Preben Lerdorff Rye
pre4	Predrag Antonijevic
pre5	Predrag Bjelac
pre6	Preecha Chanapai
pre7	Preeti Jhangiani
pre8	Preity Zinta
pre9	Prem Chopra
pre10	Prem Nath
pre11	Prem Shah
pre12	Premsinee Ratanasopha
pre13	Presco Tabios
pre14	Preston A. Whitmore II
pre15	Preston Foster
pre16	Preston Sturges
pri1	Prince
pri2	Primo Carnera
pri3	Princess Elizabeth of Toro
pri4	Princess Livingston
pri5	Priscilla Barnes
pri6	Priscilla Dean
pri7	Priscilla Lane
pri8	Priscilla Lawson
pri9	Priscilla Pointer
pri10	Priscilla Presley
pri11	Prithviraj Kapoor
pri12	Priyadarshan
pri13	Priyambada Ray
pri14	Priyanka Chopra
pri15	Priyanshu Chatterjee
pro1	Promod Ganguli
pru1	Pruitt Taylor Vince
pru2	Prunella Gee
pru3	Prunella Ransome
psh1	P. Shwetha
psk1	P. S. Keerthana
puc1	Pu Cunxin
pui1	Pui-Wai Li
pum1	Pumwaree Yodkamol
pun1	Puneet Issar
pup1	Pupella Maggio
pup2	Pupi Avati
pur1	Puri Jagannadh
pur2	Purva Bedi
put1	Putter Smith
pyo1	Pyotr Lutsik
pyo2	Pyotr Masokha
qal1	Q. Allan Brocka
qia1	Qian Cheng
qid1	Qi Dao
qil1	Qi Lu
qil2	Qi Liang
qin1	Qin Tao
qin2	Qin Yan
qin3	Qin Yi
qis1	Qi Shu
qiw1	Qiwen Hong
qiz1	Qi Zhongyang
qor1	Q'Orianka Kilcher
qua1	Quanxin Pu
que1	Quentin Tarantino
que2	Queen Latifah
que3	Queenie Leonard
que4	Quentin Crisp
que5	Quentin Lawrence
qui1	Quinn Cummings
qui2	Quinn Shephard
qui3	Quinn Smith
qui4	Quinton Aaron
qui5	Quinton Jackson
quy1	Qu Ying
raa1	Raadhika
raa2	Raaj Kumar
raa3	Raakhee Gulzar
rab1	Rabi Ghosh
rac1	Rachael Bella
rac2	Rachael Blake
rac3	Rachael Carpani
rac4	Rachael Harris
rac5	Rachael Leigh Cook
rac6	Rachael Lillis
rac7	Rachael Stirling
rac8	Rachael Taylor
rac9	Rachel Amondson
rac10	Rachel Avery
rac11	Rachel Benichak
rac12	Rachel Bilson
rac13	Rachel Black
rac14	Rachel Blanchard
rac15	Rachel Boston
rac16	Rachel Chagall
rac17	Rachel Corr
rac18	Rachel Covey
rac19	Rachel Dratch
rac20	Rachel Grady
rac21	Rachel Griffiths
rac22	Rachel Hayward
rac23	Rachel Hunter
rac24	Rachel Kempson
rac25	Rachelle Lefevre
rac26	Rachel Maryam
rac27	Rachel McAdams
rac28	Rachel McLish
rac29	Rachel Miner
rac30	Rachel Mittelman
rac31	Rachel Nichols
rac32	Rachel Perkins
rac33	Rachel Roberts
rac34	Rachel Shelley
rac35	Rachel Singer
rac36	Rachel Snow
rac37	Rachel Strouse
rac38	Rachel Talalay
rac39	Rachel Ticotin
rac40	Rachel True
rac41	Rachel Ward
rac42	Rachel Weisz
rac43	Rachida Brakni
rac44	Rachid Bouchareb
rac45	Racquel Welch
rad1	Radha Mitchell
rad2	Rada Rassimov
rad3	Rade Serbedzija
rad4	Radha
rad5	Radhika Rao
rad6	Radhu Karmakar
rad7	Radim Fiala
rad8	Radislav Lazarevic
rad9	Radley Metzger
rad10	Radner Muratov
rad11	Radost Bokel
rae1	Rae Dawn Chong
raf1	Rafa Alvarez
raf2	Rafael Baledon
raf3	Rafael Campos
raf4	Rafael Cortes
raf5	Rafael Duran
raf6	Rafael Hernandez
raf7	Rafal Zielinski
raf8	Rafe M. Portilo
raf9	Rafe Spall
raf10	Raffaella Bansagi
raf11	Raffaella Carra
raf12	Raffaello Degruttola
raf13	Raffi Di Blasio
raf14	Raf Mauro
raf15	Raf Vallone
rag1	Raghunath Jalani
rag2	Raghunath Jhalani
rag3	Raghuvaran
rag4	Raghuvir Yadav
rag5	Ragnhildur Gisladottir
rag6	Rags Ragland
rah1	Rah Digga
rah2	Ra Hee-chan
rah3	Rahman
rah4	Rahul Bose
rah5	Rahul Dev
rah6	Rahul Rawail
rah7	Rahul Roy
rai1	Rai Charan Das
rai2	Raimu
rai3	Rain
rai4	Rainbow Harvest
rai5	Rainer Werner Fassbinder,
rai6	Rainie Yang
rai7	Raini Rodriguez
rai8	Rainn Wilson
rai9	Rain Phoenix
rai10	Raisa Kurkina
rai11	Raisa Ryazanova
raj1	Raja
raj2	Raja Gosnell
raj3	Rajat Kapoor
raj4	Raj Babbar
raj5	Rajeev Verma
raj6	Rajendra Kumar
raj7	Rajendranath Zutshi
raj8	Rajendra Prasad
raj9	Rajesh Khanna
raj10	Rajesh Khattar
raj11	Rajinikanth
raj12	Rajiv Menon
raj13	Rajiv Rai
raj14	Raj Kanwar
raj15	Raj Kapoor
raj16	Raj Kaushal
raj17	Raj Khosla
raj18	Raj Kiran
raj19	Rajkumar
raj20	Rajkumar Hirani
raj21	Rajkumar Santoshi
raj22	Rajnesh Domalpalli
raj23	Rajnikanth
raj24	Rajpal Yadav
rak1	Rakesh Roshan
rak2	Rake Yohn
rak3	Rakeysh Omprakash Mehra
rak4	Rakhee Gulzar
rak5	Rakhi Sawant
rak6	Rakshitha
ral1	Ralph Fiennes
ral2	Ralph Macchio
ral3	Ralf Harolde
ral4	Ralf Moeller
ral5	Ralf Muller
ral6	Ralph Bakshi
ral7	Ralph Bates
ral8	Ralph Bellamy
ral9	Ralph Brooke
ral10	Ralph Brown
ral11	Ralph Bushman
ral12	Ralph Ceder
ral13	Ralph Cotterill
ral14	Ralph Dumke
ral15	Ralph Dunn
ral16	Ralph Forbes
ral17	Ralph Graves
ral18	Ralph Ince
ral19	Ralph Lewis
ral20	Ralph Martin
ral21	Ralph Meeker
ral22	Ralph Morgan
ral23	Ralph Nelson
ral24	Ralph Richardson
ral25	Ralph Seymour
ral26	Ralph Sipperly
ral27	Ralph Steiner
ral28	Ralph Storey
ral29	Ralph Strait
ral30	Ralph Thomas
ral31	Ralph Ting
ral32	Ralph Truman
ral33	Ralph Waite
ral34	Ralph Wright
ral35	Ralph Zondag
ram1	Ramesh Sippy
ram2	Ramana
ram3	Ramanand Sagar
ram4	Raman Hui
ram5	Ramani Sengupta
ram6	Ramaz Chihvadze
ram7	Rambha
ram8	Ramesh Khanna
ram9	Ram Gopal Varma
ram10	Rami Doueiri
ram11	Ramin Serry
ram12	Rammellzee
ram13	Ramon Bieri
ram14	Ramones
ram15	Ramon Fontsere
ram16	Ramon Menendez
ram17	Ramon Novarro
ram18	Ramsay Ames
ram19	Ramya Krishnan
ran1	Randa Haines
ran2	Randall Adams
ran3	Randy Quaid
ran4	Ranald MacDougall
ran5	Rance Howard
ran6	Randal Kleiser
ran7	Randall 'Tex' Cobb
ran8	Randall Balsmeyer
ran9	Randall Batinkoff
ran10	Randall Duk Kim
ran11	Randall England
ran12	Randall Miller
ran13	Randall Slavin
ran14	Randall Wallace
ran15	Rand Brooks
ran16	Randee Heller
ran17	Randhir Kapoor
ran18	Randolph Scott
ran19	Randy Barbato
ran20	Randy Brooks
ran21	Randy Jones
ran22	Randy McDowell
ran23	Randy Norton
ran24	Randy Pearlstein
ran25	Randy Raney
ran26	Randy Ryan
ran27	Randy Stuart
ran28	Randy Travis
ran29	Ranibala
ran30	Rani Mukerji
ran31	Rani Mukherjee
ran32	Ranjan Ramanayake
ran33	Ranko Akagi
ran34	Ranvir Shorey
rao1	Raoul Bova
rao2	Raoul Coutard
rao3	Raoul Ruiz
rao4	Raoul Trujillo
rao5	Raoul Walsh
rap1	Raphael Barker
rap2	Raphael Fejto
rap3	Raphael Harris
rap4	Raphael Nadjari
rap5	Raphael Sbarge
rap6	Raphael Tukiko Wagara
rap7	Rapulana Seiphemo
raq1	Raquel Alessi
raq2	Raquel Castro
raq3	Raquel Riskin
raq4	Raquel Torres
raq5	Raquel Welch
ras1	Rashida Jones
ras2	Rasim Oztekin
ras3	Rasmane Ouedraogo
rat1	Ratan Kumar
rat2	Rati Agnihotri
rat3	Rattaballung Tohssawat
rat4	Rattaporn Khemtong
rau1	Raul Julia
rau2	Raul Cancio
rau3	Raul Mendez
rau4	Raul Rapovski
rau5	Raul Roulien
rau6	Rauni Mollberg
rav1	Raveena Tandon
rav2	Raven-Symone
rav3	Raven De La Croix
rav4	Ravendra Peepat
rav5	Raven Goodwin
rav6	Ravi Kinagi
rav7	Ravil Isyanov
rav8	Ravi Shankar
rav9	Ravi Varma
raw1	Rawiri Paratene
raw2	Rawle D. Lewis
raw3	Rawson Marshall Thurber
ray1	Raymond J. Barry
ray2	Ray Taylor Jr.
ray3	Raymond Pollender
ray4	Ray McAnally
ray5	Ray Liotta
ray6	Ray Milland
ray7	Ray Bolger
ray8	Ray Allen
ray9	Ray Anderson
ray10	Ray Anthony
ray11	Ray Ashley
ray12	Ray Baker
ray13	Ray Barlow
ray14	Ray Barrett
ray15	Ray Boyle
ray16	Ray Brooks
ray17	Ray Burdis
ray18	Ray C. Smallwood
ray19	Ray Cameron
ray20	Ray Charles
ray21	Ray Charleson
ray22	Ray Collins
ray23	Ray Cooke
ray24	Raye Birk
ray25	Raye Dowell
ray26	Ray Enright
ray27	Ray Ford
ray28	Rayford Barnes
ray29	Ray Garvey
ray30	Ray Goossens
ray31	Ray J
ray32	Ray Kellogg
ray33	Ray Lawrence
ray34	Ray MacDonald
ray35	Ray McKinnon
ray36	Ray Meagher
ray37	Ray Mendez
ray38	Raymond Bailey
ray39	Raymond Bloomer
ray40	Raymond Bouchard
ray41	Raymond Burr
ray42	Raymond De Felitta
ray43	Raymond Gerome
ray44	Raymond Greenleaf
ray45	Raymond Griffith
ray46	Raymond Huntley
ray47	Raymond Jafelice
ray48	Raymond Johnson
ray49	Raymond L. Schrock
ray50	Raymond Laine
ray51	Raymond LeBlanc
ray52	Raymond Longford
ray53	Raymond Martino
ray54	Raymond Massey
ray55	Raymond McCarey
ray56	Raymond McKee
ray57	Raymond St. Jacques
ray58	Raymond Walburn
ray59	Raymond Yip
ray60	Ray Muller
ray61	Raynold Gideon
ray62	Raynor Scheine
ray63	Ray Park
ray64	Ray Proscia
ray65	Ray Rivas
ray66	Ray Roberts
ray67	Ray Romano
ray68	Ray Santiago
ray69	Ray Saunders
ray70	Ray Sharkey
ray71	Ray Simpson
ray72	Ray Stevenson
ray73	Ray Taylor
ray74	Ray Teal
ray75	Ray Walston
ray76	Ray Winstone
ray77	Ray Wise
ray78	Ray Young
rba1	R. Balki
rda1	R. Dani
rdc1	R.D. Call
rdr1	R.D. Robb
rea1	Reagan Pasternak
rea2	Rea Tajiri
reb1	Reba McEntire
reb2	Reb Braddock
reb3	Reb Brown
reb4	Rebecca Craig
reb5	Rebecca De Mornay
reb6	Rebecca Ferratti
reb7	Rebecca Gayheart
reb8	Rebecca Gibney
reb9	Rebecca Gordon
reb10	Rebecca Hall
reb11	Rebeccah Bush
reb12	Rebecca Holden
reb13	Rebecca Jenkins
reb14	Rebecca Lord
reb15	Rebecca Miller
reb16	Rebecca Northan
reb17	Rebecca Pan
reb18	Rebecca Pidgeon
reb19	Rebecca Rigg
reb20	Rebecca Romijn
reb21	Rebecca Stanley
reb22	Rebecca Tilney
reb23	Rebecca Weintraub
reb24	Rebecka Liljeberg
reb25	Rebekah Johnson
reb26	Rebekah Kochan
reb27	Rebekah Staton
red1	Red Buttons
red2	Redd Foxx
red3	Redge Mahaffey
red4	Redman
red5	Red Skelton
ree1	Reese Witherspoon
ree2	Reece Dinsdale
ree3	Reece Shearsmith
ree4	Reed Alexander
ree5	Reed Birney
ree6	Reed Diamond
ree7	Reed Hadley
ree8	Reed Howes
ree9	Reema Lagoo
ree10	Reema Sen
ree11	Reese Madigan, Trent Bushey
ree12	Reeve Carney
reg1	Regina King
reg2	Reginald VelJohnson
reg3	Regis Wargnier
reg4	Reg E. Cathey
reg5	Reggie Bannister
reg6	Reggie Johnson
reg7	Reggie Lee
reg8	Reggie Rock Bythewood
reg9	Regina Case
reg10	Regina Gordon
reg11	Regina Hall
reg12	Reginald Barker
reg13	Reginald Barlow
reg14	Reginald Denny
reg15	Reginald Gardiner
reg16	Reginald Hudlin
reg17	Reginald Le Borg
reg18	Reginald Marsh
reg19	Reginald Owen
reg20	Regina Orioli
reg21	Regina Taylor
reg22	Regis Toomey
reg23	Reg Lye
reg24	Reg Varney
reh1	Rehman
rei1	Reikichi Kawamura
rei2	Rei Kikukawa
rei3	Reiko Aylesworth
rei4	Reiko Kuba
rei5	Reiko Sato
rei6	Reilly Murphy
rei7	Reine Brynolfsson
rei8	Reiner Schwartz
rei9	Reinhard Brock
rei10	Reinhard Heydrich
rei11	Reinhold Bernt
rei12	Reinhold Schunzel
rei13	Reino Tolvanen
rei14	Reisaburo Yamamoto
rei15	Reizl Bozyk
rek1	Rekha
rel1	Rel Dowdell
rel2	Relja Basic
rem1	Remy Belvaux
rem2	Remak Ramsay
rem3	Remi Laurent
rem4	Remo Girone
rem5	Remy Girard
rem6	Remy Ryan
rem7	Remy Sweeney
ren1	Renee Zellweger
ren2	Rene Auberjonois
ren3	Rene Bitorajac
ren4	Rena Horten
ren5	Rena Owen
ren6	Rena Sofer
ren7	Rena Tanaka
ren8	Renate Kanthack
ren9	Renate Kasche
ren10	Renato Giovannoli
ren11	Renato Neto
ren12	Renato Rascel
ren13	Renato Salvatori
ren14	Renato Scarpa
ren15	Renaud Mary
ren16	Rene Alvarado
ren17	Rene Bruchet
ren18	Rene Clair
ren19	Rene Clement
ren20	Rene Creste
ren21	Rene Dary
ren22	Renee Adoree
ren23	Renee Asherson
ren24	Renee Carson
ren25	Renee Clama
ren26	Renee Dorian
ren27	Renee Faia
ren28	Renee Faure
ren29	Renee Houston
ren30	Renee Jones
ren31	Renee Leblanc
ren32	Renee O'Connor
ren33	Renee Shugart
ren34	Renee Soutendijk
ren35	Renee Taylor
ren36	Rene Goscinny
ren37	Rene Hofschneider
ren38	Rene Laloux
ren39	Rene Liu
ren40	Rene Pape
ren41	Rene Pereia
ren42	Rene Poyen
ren43	Rene Russo
ren44	Reni Santoni
ren45	Renji Ishibashi
ren46	Renny Harlin
ren47	Renoly Santiago
ren48	Ren Osugi
ren49	Reno Wilson
ren50	Rentaro Mikuni
ren51	Ren Woods
rep1	Rep. Ron Paul
res1	Resham
ret1	Reta Shaw
ret2	Retta Palmer
reu1	Reuben Leder
rev1	Rev. L. William Youngdahl, Ernie Chambers
rev2	Revathi
rev3	Revathy
rex1	Rex Harrison
rex2	Rex
rex3	Rex Allen
rex4	Rex Bell
rex5	Rex Cherryman
rex6	Rex Evans
rex7	Rex Holman
rex8	Rex Ingram
rex9	Rex Linn
rex10	Rex O'Malley
rex11	Rex Reason
rex12	Rex Thompson
rey1	Rey Arteaga
rez1	Reza Khandan
rga1	R.G. Armstrong
rgs1	R.G. Springsteen
rhe1	Rhea Perlman
rhe2	Rhett Giles
rhi1	Rhiana Griffith
rho1	Rhodes Reason
rho2	Rhona Mitra
rho3	Rhonda Britton
rho4	Rhonda Fleming
rho5	Rhonda Fultz
rho6	Rhonda Shear
rhy1	Rhys Darby
rhy2	Rhys Ifans
rhy3	Rhys McConnochie
rhy4	Rhys Muldoon
rhy5	Rhys Williams
ria1	Riadh Chahrour
ria2	Rian Johnson
rib1	Ribeiro Lopes
ric1	Richard Jordan
ric2	Richard Bradford
ric3	Richard Gere
ric4	Richard Roxburgh
ric5	Richard Dembo
ric6	Richard Farnsworth
ric7	Richard Dreyfuss
ric8	Richard Benjamin
ric9	Richard Donner
ric10	Richard White
ric11	Richard Basehart
ric12	Richard Attenborough
ric13	Richard Beymer
ric14	Rica Matsumoto
ric15	Ricardo Cortez
ric16	Ricardo Darin
ric17	Ricardo de Montreuil
ric18	Ricardo Jacques Gale
ric19	Ricardo Meneses
ric20	Ricardo Montalban
ric21	Ric Cantor
ric22	Riccardo Cucciolla
ric23	Riccardo Fellini
ric24	Riccardo Freda
ric25	Riccardo Salvino
ric26	Richard
ric27	Richard 'Dirty Harry' Hall
ric28	Richard Alexander
ric29	Richard Anderson
ric30	Richard Arlen
ric31	Richard B. Shull
ric32	Richard Bakalyan
ric33	Richard Banel
ric34	Richard Barthelmess
ric35	Richard Beavers
ric36	Richard Belzer
ric37	Richard Benedict
ric38	Richard Benner
ric39	Richard Bennett
ric40	Richard Berczeller
ric41	Richard Berry
ric42	Richard Bey
ric43	Richard Biggs
ric44	Richard Blackburn
ric45	Richard Boes
ric46	Richard Bohringer
ric47	Richard Boleslawski
ric48	Richard Boone
ric49	Richard Bracewell
ric50	Richard Brake
ric51	Richard Branson
ric52	Richard Bremmer
ric53	Richard Briers
ric54	Richard Bright
ric55	Richard Brooker
ric56	Richard Brooks
ric57	Richard Bull
ric58	Richard Burgi
ric59	Richard Burton
ric60	Richard C. Sarafian
ric61	Richard Carle
ric62	Richard Carlson
ric63	Richard Carmen
ric64	Richard Carter
ric65	Richard Cetrone
ric66	Richard Chamberlain
ric67	Richard Chaves
ric68	Richard Claus
ric69	Richard Cole
ric70	Richard Conte
ric71	Richard Coyle
ric72	Richard Crane
ric73	Richard Crenna
ric74	Richard Cromwell
ric75	Richard Curnock
ric76	Richard Curtis
ric77	Richard Davalos
ric78	Richard Dawson
ric79	Richard Day
ric80	Richard Dedmon
ric81	Richard DeDomenico
ric82	Richard DeManincor
ric83	Richard Denning
ric84	Richard Derr
ric85	Richard Dix
ric86	Richard Domeier
ric87	Richard Dutcher
ric88	Richard Dysart
ric89	Richard E. Cunha
ric90	Richard E. Grant
ric91	Richard Eastham
ric92	Richard Eden
ric93	Richard Edson
ric94	Richard Egan
ric95	Richard Elfman
ric96	Richard Erdman
ric97	Richard Eyer
ric98	Richard Eyre
ric99	Richard Fiske
ric100	Richard Fitzpatrick
ric101	Richard Fleischer
ric102	Richard Franklin
ric103	Richard Gaines
ric104	Richard Ganoung
ric105	Richard Gant
ric106	Richard Garland
ric107	Richard Gautier
ric108	Richard Gesswein
ric109	Richard Glatzer
ric110	Richard Gordon
ric111	Richard Graham
ric112	Richard Greene
ric113	Richard Grieco
ric114	Richard Griffiths
ric115	Richard H. Cutting
ric116	Richard Hale
ric117	Richard Halpern
ric118	Richard Harris
ric119	Richard Hawking
ric120	Richard Haydn
ric121	Richard Herd
ric122	Richard Hillman
ric123	Richard Hope
ric124	Richard Hunt
ric125	Richard Hurndall
ric126	Richard J. Lewis
